time,altitude,velocity,accel_bias,alt (bmp),vert_accel
27.4089,702.5942,-0.0730,-0.0747,703.6340,-0.0752
27.4290,702.5979,-0.0724,-0.0747,703.6340,-0.0789
27.4491,702.6017,-0.0718,-0.0747,703.6493,-0.0725
27.4692,702.6056,-0.0711,-0.0748,703.6493,-0.0770
27.4893,702.6094,-0.0705,-0.0748,703.6796,-0.0775
27.5094,702.6134,-0.0698,-0.0749,703.6796,-0.0732
27.5296,702.6173,-0.0691,-0.0749,703.6796,-0.0714
27.5497,702.6213,-0.0684,-0.0750,703.6953,-0.0770
27.5698,702.6254,-0.0677,-0.0750,703.6953,-0.0771
27.5899,702.6294,-0.0670,-0.0750,703.6639,-0.0710
27.6100,702.6333,-0.0663,-0.0751,703.6639,-0.0721
27.6302,702.6371,-0.0656,-0.0751,703.6639,-0.0746
27.6503,702.6410,-0.0649,-0.0752,703.6789,-0.0719
27.6704,702.6450,-0.0642,-0.0752,703.6789,-0.0728
27.6906,702.6489,-0.0635,-0.0752,703.7095,-0.0742
27.7108,702.6529,-0.0627,-0.0753,703.7095,-0.0708
27.7309,702.6570,-0.0619,-0.0753,703.7095,-0.0715
27.7510,702.6611,-0.0612,-0.0754,703.7095,-0.0694
27.7711,702.6651,-0.0602,-0.0754,703.7095,-0.0378
27.7913,702.6692,-0.0595,-0.0755,703.7249,-0.1181
27.8114,702.6733,-0.0590,-0.0755,703.7249,-0.0285
27.8315,702.6774,-0.0579,-0.0755,703.7249,-0.0831
27.8516,702.6815,-0.0577,-0.0756,703.7249,-0.0721
27.8717,702.6856,-0.0567,-0.0756,703.7249,-0.0792
27.8918,702.6897,-0.0564,-0.0757,703.7249,-0.0823
27.9119,702.6938,-0.0557,-0.0757,703.7249,-0.0800
27.9320,702.6989,-0.0551,-0.0758,703.7249,-0.0828
27.9522,702.7029,-0.0545,-0.0758,703.7095,-0.0754
27.9723,702.7069,-0.0537,-0.0758,703.7095,-0.0647
27.9924,702.7108,-0.0536,-0.0759,703.7095,-0.1022
28.0125,702.7148,-0.0525,-0.0759,703.7095,-0.0537
28.0326,702.7187,-0.0518,-0.0760,703.7095,-0.0809
28.0527,702.7224,-0.0509,-0.0760,703.6451,-0.0523
28.0728,702.7261,-0.0502,-0.0760,703.6451,-0.0764
28.0930,702.7297,-0.0494,-0.0761,703.6451,-0.0621
28.1131,702.7333,-0.0487,-0.0761,703.6451,-0.0699
28.1332,702.7369,-0.0480,-0.0761,703.6451,-0.0693
28.1533,702.7408,-0.0472,-0.0762,703.7249,-0.0734
28.1734,702.7448,-0.0465,-0.0762,703.7249,-0.0676
28.1936,702.7488,-0.0457,-0.0763,703.7249,-0.0641
28.2137,702.7528,-0.0449,-0.0763,703.7249,-0.0716
28.2338,702.7568,-0.0442,-0.0763,703.7249,-0.0743
28.2539,702.7608,-0.0436,-0.0764,703.7249,-0.0744
28.2740,702.7648,-0.0429,-0.0764,703.7249,-0.0766
28.2942,702.7688,-0.0423,-0.0765,703.7095,-0.0774
28.3143,702.7726,-0.0418,-0.0765,703.7095,-0.0799
28.3344,702.7765,-0.0412,-0.0765,703.7095,-0.0769
28.3545,702.7803,-0.0406,-0.0766,703.6946,-0.0727
28.3747,702.7841,-0.0400,-0.0766,703.6946,-0.0737
28.3948,702.7879,-0.0394,-0.0766,703.6639,-0.0819
28.4149,702.7915,-0.0389,-0.0767,703.6639,-0.0748
28.4350,702.7951,-0.0384,-0.0767,703.6639,-0.0791
28.4552,702.7987,-0.0378,-0.0767,703.6639,-0.0748
28.4753,702.8023,-0.0372,-0.0768,703.6639,-0.0752
28.4954,702.8058,-0.0367,-0.0768,703.6333,-0.0758
28.5155,702.8093,-0.0361,-0.0768,703.6333,-0.0752
28.5356,702.8127,-0.0356,-0.0769,703.6333,-0.0733
28.5558,702.8161,-0.0350,-0.0769,703.6333,-0.0754
28.5759,702.8195,-0.0344,-0.0769,703.6333,-0.0725
28.5960,702.8229,-0.0338,-0.0770,703.6333,-0.0687
28.6161,702.8263,-0.0331,-0.0770,703.6333,-0.0666
28.6362,702.8297,-0.0325,-0.0770,703.6333,-0.0729
28.6563,702.8334,-0.0318,-0.0771,703.7102,-0.0703
28.6764,702.8372,-0.0311,-0.0771,703.7102,-0.0729
28.6965,702.8409,-0.0305,-0.0771,703.7102,-0.0725
28.7167,702.8447,-0.0298,-0.0772,703.7102,-0.0632
28.7368,702.8494,-0.0289,-0.0772,703.7102,-0.0706
28.7569,702.8531,-0.0282,-0.0773,703.6953,-0.0654
28.7770,702.8568,-0.0274,-0.0773,703.6953,-0.0647
28.7971,702.8604,-0.0267,-0.0773,703.6796,-0.0683
28.8172,702.8640,-0.0259,-0.0774,703.6796,-0.0621
28.8373,702.8676,-0.0252,-0.0774,703.6646,-0.0678
28.8575,702.8711,-0.0245,-0.0774,703.6646,-0.0701
28.8776,702.8746,-0.0239,-0.0775,703.6646,-0.0694
28.8977,702.8780,-0.0232,-0.0775,703.6493,-0.0689
28.9178,702.8814,-0.0226,-0.0775,703.6493,-0.0760
28.9380,702.8849,-0.0220,-0.0775,703.6340,-0.0660
28.9581,702.8882,-0.0214,-0.0776,703.6340,-0.0714
28.9782,702.8915,-0.0208,-0.0776,703.6340,-0.0726
28.9983,702.8948,-0.0201,-0.0776,703.6187,-0.0661
29.0184,702.8980,-0.0195,-0.0777,703.6187,-0.0741
29.0386,702.9013,-0.0190,-0.0777,703.6037,-0.0712
29.0587,702.9044,-0.0183,-0.0777,703.6037,-0.0676
29.0788,702.9076,-0.0178,-0.0777,703.6037,-0.0748
29.0989,702.9107,-0.0173,-0.0778,703.5880,-0.0753
29.1191,702.9137,-0.0168,-0.0778,703.5880,-0.0729
29.1392,702.9168,-0.0163,-0.0778,703.5880,-0.0755
29.1594,702.9198,-0.0158,-0.0779,703.5880,-0.0770
29.1795,702.9229,-0.0153,-0.0779,703.5880,-0.0698
29.1996,702.9259,-0.0148,-0.0779,703.5731,-0.0728
29.2197,702.9288,-0.0143,-0.0779,703.5731,-0.0759
29.2398,702.9318,-0.0139,-0.0780,703.6037,-0.0742
29.2600,702.9349,-0.0134,-0.0780,703.6037,-0.0738
29.2801,702.9380,-0.0129,-0.0780,703.6037,-0.0779
29.3002,702.9411,-0.0125,-0.0780,703.6037,-0.0797
29.3204,702.9442,-0.0122,-0.0781,703.6037,-0.0792
29.3405,702.9472,-0.0117,-0.0781,703.5567,-0.0746
29.3607,702.9501,-0.0112,-0.0781,703.5567,-0.0722
29.3808,702.9529,-0.0107,-0.0781,703.5567,-0.0693
29.4009,702.9557,-0.0102,-0.0782,703.5567,-0.0773
29.4210,702.9585,-0.0097,-0.0782,703.5567,-0.0699
29.4411,702.9613,-0.0092,-0.0782,703.5724,-0.0690
29.4612,702.9642,-0.0086,-0.0782,703.5724,-0.0699
29.4813,702.9671,-0.0080,-0.0783,703.5724,-0.0673
29.5015,702.9708,-0.0072,-0.0783,703.6027,-0.0669
29.5216,702.9739,-0.0065,-0.0783,703.6027,-0.0671
29.5417,702.9769,-0.0059,-0.0783,703.6180,-0.0654
29.5618,702.9800,-0.0054,-0.0784,703.6180,-0.0700
29.5819,702.9831,-0.0048,-0.0784,703.6180,-0.0667
29.6021,702.9863,-0.0042,-0.0784,703.6333,-0.0713
29.6222,702.9895,-0.0037,-0.0784,703.6333,-0.0716
29.6423,702.9926,-0.0030,-0.0785,703.6333,-0.0661
29.6624,702.9958,-0.0024,-0.0785,703.6333,-0.0655
29.6825,702.9989,-0.0018,-0.0785,703.6333,-0.0736
29.7026,703.0021,-0.0012,-0.0785,703.6486,-0.0690
29.7227,703.0054,-0.0007,-0.0786,703.6486,-0.0706
29.7428,703.0086,-0.0002,-0.0786,703.6486,-0.0759
29.7630,703.0118,0.0003,-0.0786,703.6486,-0.0757
29.7831,703.0150,0.0008,-0.0787,703.6486,-0.0793
29.8032,703.0180,0.0011,-0.0787,703.5995,-0.0821
29.8233,703.0210,0.0014,-0.0787,703.5995,-0.0807
29.8434,703.0239,0.0018,-0.0787,703.6148,-0.0712
29.8636,703.0269,0.0022,-0.0787,703.6148,-0.0796
29.8837,703.0299,0.0026,-0.0788,703.6148,-0.0835
29.9038,703.0329,0.0029,-0.0788,703.6148,-0.0815
29.9239,703.0359,0.0031,-0.0788,703.6148,-0.0877
29.9441,703.0389,0.0033,-0.0788,703.6302,-0.0867
29.9642,703.0419,0.0036,-0.0789,703.6302,-0.0821
29.9843,703.0450,0.0039,-0.0789,703.6302,-0.0809
30.0044,703.0480,0.0044,-0.0789,703.6302,-0.0698
30.0245,703.0510,0.0049,-0.0789,703.6302,-0.0676
30.0447,703.0540,0.0055,-0.0790,703.6451,-0.0713
30.0648,703.0571,0.0061,-0.0790,703.6451,-0.0656
30.0850,703.0602,0.0065,-0.0790,703.6451,-0.0863
30.1051,703.0633,0.0070,-0.0790,703.6608,-0.0652
30.1252,703.0665,0.0075,-0.0790,703.6608,-0.0803
30.1453,703.0696,0.0079,-0.0791,703.6758,-0.0751
30.1654,703.0728,0.0083,-0.0791,703.6758,-0.0842
30.1856,703.0760,0.0087,-0.0791,703.6758,-0.0767
30.2057,703.0792,0.0092,-0.0791,703.6911,-0.0707
30.2258,703.0825,0.0097,-0.0792,703.6911,-0.0764
30.2459,703.0858,0.0102,-0.0792,703.7064,-0.0701
30.2661,703.0891,0.0107,-0.0792,703.7064,-0.0706
30.2862,703.0924,0.0113,-0.0792,703.7064,-0.0659
30.3063,703.0966,0.0121,-0.0793,703.7064,-0.0656
30.3264,703.0999,0.0127,-0.0793,703.7064,-0.0704
30.3465,703.1030,0.0132,-0.0793,703.6444,-0.0778
30.3666,703.1060,0.0136,-0.0793,703.6444,-0.0726
30.3867,703.1090,0.0141,-0.0794,703.6601,-0.0688
30.4069,703.1120,0.0146,-0.0794,703.6601,-0.0675
30.4270,703.1151,0.0152,-0.0794,703.6601,-0.0699
30.4471,703.1181,0.0157,-0.0794,703.6601,-0.0758
30.4672,703.1212,0.0161,-0.0795,703.6601,-0.0756
30.4873,703.1242,0.0165,-0.0795,703.6601,-0.0787
30.5074,703.1272,0.0168,-0.0795,703.6601,-0.0805
30.5275,703.1302,0.0172,-0.0795,703.6601,-0.0831
30.5477,703.1333,0.0174,-0.0795,703.6751,-0.0854
30.5678,703.1363,0.0176,-0.0796,703.6751,-0.0834
30.5879,703.1394,0.0179,-0.0796,703.6904,-0.0830
30.6081,703.1425,0.0183,-0.0796,703.6904,-0.0764
30.6282,703.1456,0.0187,-0.0796,703.6904,-0.0762
30.6483,703.1487,0.0191,-0.0796,703.6904,-0.0781
30.6684,703.1518,0.0195,-0.0797,703.6904,-0.0766
30.6887,703.1549,0.0198,-0.0797,703.7057,-0.0770
30.7088,703.1581,0.0203,-0.0797,703.7057,-0.0767
30.7289,703.1613,0.0206,-0.0797,703.7057,-0.0764
30.7490,703.1644,0.0210,-0.0798,703.7057,-0.0769
30.7691,703.1675,0.0214,-0.0798,703.7057,-0.0790
30.7892,703.1707,0.0219,-0.0798,703.6413,-0.0710
30.8094,703.1735,0.0223,-0.0798,703.6413,-0.0730
30.8295,703.1763,0.0227,-0.0798,703.6413,-0.0766
30.8497,703.1790,0.0232,-0.0799,703.6263,-0.0715
30.8698,703.1817,0.0236,-0.0799,703.6263,-0.0752
30.8900,703.1844,0.0240,-0.0799,703.6413,-0.0743
30.9101,703.1872,0.0244,-0.0799,703.6413,-0.0676
30.9302,703.1900,0.0249,-0.0799,703.6413,-0.0700
30.9503,703.1928,0.0253,-0.0799,703.6566,-0.0742
30.9704,703.1956,0.0259,-0.0800,703.6566,-0.0688
30.9905,703.1985,0.0263,-0.0800,703.6256,-0.0741
31.0107,703.2011,0.0267,-0.0800,703.6256,-0.0717
31.0308,703.2038,0.0272,-0.0800,703.6256,-0.0662
31.0509,703.2072,0.0278,-0.0800,703.6559,-0.0732
31.0710,703.2100,0.0282,-0.0801,703.6559,-0.0722
31.0911,703.2129,0.0287,-0.0801,703.6712,-0.0691
31.1113,703.2157,0.0291,-0.0801,703.6712,-0.0711
31.1314,703.2186,0.0297,-0.0801,703.6712,-0.0665
31.1515,703.2215,0.0302,-0.0801,703.6866,-0.0713
31.1716,703.2245,0.0307,-0.0801,703.6866,-0.0756
31.1917,703.2274,0.0311,-0.0802,703.7172,-0.0708
31.2118,703.2305,0.0316,-0.0802,703.7172,-0.0719
31.2320,703.2336,0.0321,-0.0802,703.7172,-0.0697
31.2522,703.2367,0.0327,-0.0802,703.7322,-0.0692
31.2723,703.2399,0.0332,-0.0802,703.7322,-0.0706
31.2924,703.2430,0.0336,-0.0803,703.7475,-0.0765
31.3125,703.2462,0.0339,-0.0803,703.7475,-0.0806
31.3330,703.2494,0.0342,-0.0803,703.7475,-0.0826
31.3531,703.2524,0.0345,-0.0803,703.6859,-0.0801
31.3732,703.2552,0.0349,-0.0803,703.6859,-0.0740
31.3934,703.2581,0.0352,-0.0804,703.7008,-0.0788
31.4135,703.2610,0.0355,-0.0804,703.7008,-0.0772
31.4336,703.2640,0.0358,-0.0804,703.7008,-0.0839
31.4538,703.2669,0.0358,-0.0804,703.7165,-0.0977
31.4739,703.2699,0.0358,-0.0804,703.7165,-0.0950
31.4940,703.2729,0.0358,-0.0804,703.7165,-0.0959
31.5141,703.2758,0.0357,-0.0805,703.7165,-0.0926
31.5343,703.2787,0.0358,-0.0805,703.7165,-0.0966
31.5544,703.2817,0.0358,-0.0805,703.7468,-0.0950
31.5746,703.2848,0.0358,-0.0805,703.7468,-0.0891
31.5947,703.2878,0.0360,-0.0805,703.7621,-0.0927
31.6148,703.2909,0.0361,-0.0806,703.7621,-0.0856
31.6349,703.2940,0.0364,-0.0806,703.7621,-0.0768
31.6551,703.2971,0.0368,-0.0806,703.7621,-0.0735
31.6752,703.3002,0.0372,-0.0806,703.7621,-0.0771
31.6953,703.3032,0.0376,-0.0806,703.7621,-0.0751
31.7154,703.3063,0.0379,-0.0806,703.7621,-0.0829
31.7355,703.3093,0.0382,-0.0807,703.7621,-0.0802
31.7556,703.3131,0.0385,-0.0807,703.7621,-0.0857
31.7758,703.3161,0.0388,-0.0807,703.7621,-0.0838
31.7959,703.3192,0.0390,-0.0807,703.7621,-0.0791
31.8160,703.3222,0.0393,-0.0807,703.7621,-0.0754
31.8364,703.3252,0.0397,-0.0808,703.7468,-0.0761
31.8565,703.3281,0.0402,-0.0808,703.7468,-0.0696
31.8766,703.3310,0.0406,-0.0808,703.7468,-0.0750
31.8967,703.3339,0.0411,-0.0808,703.7621,-0.0684
31.9169,703.3369,0.0417,-0.0808,703.7621,-0.0653
31.9370,703.3399,0.0422,-0.0808,703.7774,-0.0693
31.9571,703.3429,0.0426,-0.0809,703.7774,-0.0725
31.9772,703.3459,0.0432,-0.0809,703.7774,-0.0685
31.9973,703.3490,0.0435,-0.0809,703.7774,-0.0781
32.0174,703.3520,0.0439,-0.0809,703.7774,-0.0730
32.0376,703.3550,0.0445,-0.0809,703.7774,-0.0645
32.0577,703.3580,0.0449,-0.0809,703.7774,-0.0781
32.0778,703.3610,0.0452,-0.0810,703.7774,-0.0803
32.0979,703.3640,0.0456,-0.0810,703.7774,-0.0709
32.1181,703.3670,0.0461,-0.0810,703.7774,-0.0710
32.1382,703.3700,0.0465,-0.0810,703.7924,-0.0774
32.1583,703.3730,0.0469,-0.0810,703.7924,-0.0707
32.1784,703.3761,0.0473,-0.0810,703.7924,-0.0758
32.1985,703.3791,0.0477,-0.0811,703.7924,-0.0745
32.2186,703.3821,0.0481,-0.0811,703.7924,-0.0731
32.2388,703.3851,0.0485,-0.0811,703.8081,-0.0739
32.2589,703.3882,0.0489,-0.0811,703.8081,-0.0714
32.2790,703.3913,0.0494,-0.0811,703.8081,-0.0663
32.2992,703.3944,0.0499,-0.0811,703.8081,-0.0753
32.3193,703.3975,0.0503,-0.0812,703.8081,-0.0726
32.3395,703.4005,0.0508,-0.0812,703.8081,-0.0702
32.3596,703.4036,0.0513,-0.0812,703.8081,-0.0680
32.3797,703.4067,0.0517,-0.0812,703.8081,-0.0707
32.3998,703.4097,0.0522,-0.0812,703.7924,-0.0701
32.4199,703.4126,0.0527,-0.0812,703.7924,-0.0720
32.4400,703.4156,0.0532,-0.0813,703.8081,-0.0680
32.4601,703.4186,0.0537,-0.0813,703.8081,-0.0654
32.4803,703.4217,0.0543,-0.0813,703.8081,-0.0653
32.5004,703.4254,0.0549,-0.0813,703.8081,-0.0669
32.5205,703.4285,0.0554,-0.0813,703.8081,-0.0737
32.5406,703.4314,0.0558,-0.0813,703.7924,-0.0722
32.5607,703.4344,0.0562,-0.0814,703.7924,-0.0771
32.5809,703.4373,0.0564,-0.0814,703.7924,-0.0800
32.6010,703.4401,0.0566,-0.0814,703.7774,-0.0818
32.6211,703.4430,0.0569,-0.0814,703.7774,-0.0784
32.6412,703.4458,0.0572,-0.0814,703.7924,-0.0771
32.6613,703.4487,0.0575,-0.0814,703.7924,-0.0758
32.6814,703.4516,0.0578,-0.0814,703.7924,-0.0814
32.7015,703.4545,0.0580,-0.0814,703.8081,-0.0824
32.7217,703.4574,0.0583,-0.0815,703.8081,-0.0786
32.7418,703.4603,0.0585,-0.0815,703.8081,-0.0796
32.7619,703.4632,0.0588,-0.0815,703.8081,-0.0802
32.7820,703.4661,0.0591,-0.0815,703.8081,-0.0765
32.8022,703.4690,0.0593,-0.0815,703.8081,-0.0839
32.8223,703.4719,0.0595,-0.0815,703.8081,-0.0813
32.8424,703.4748,0.0597,-0.0815,703.7924,-0.0821
32.8625,703.4776,0.0599,-0.0816,703.7924,-0.0821
32.8826,703.4803,0.0601,-0.0816,703.7924,-0.0762
32.9028,703.4832,0.0603,-0.0816,703.8081,-0.0818
32.9229,703.4860,0.0606,-0.0816,703.8081,-0.0793
32.9430,703.4888,0.0608,-0.0816,703.8230,-0.0796
32.9631,703.4917,0.0609,-0.0816,703.8230,-0.0872
32.9833,703.4946,0.0611,-0.0816,703.8230,-0.0818
33.0034,703.4975,0.0612,-0.0816,703.8230,-0.0835
33.0235,703.5003,0.0615,-0.0817,703.8230,-0.0788
33.0436,703.5031,0.0618,-0.0817,703.8081,-0.0718
33.0638,703.5059,0.0622,-0.0817,703.8081,-0.0718
33.0839,703.5087,0.0625,-0.0817,703.8081,-0.0749
33.1041,703.5112,0.0628,-0.0817,703.7437,-0.0783
33.1242,703.5136,0.0631,-0.0817,703.7437,-0.0741
33.1444,703.5160,0.0633,-0.0817,703.7437,-0.0813
33.1645,703.5184,0.0634,-0.0817,703.7437,-0.0809
33.1846,703.5208,0.0636,-0.0817,703.7437,-0.0734
33.2047,703.5232,0.0639,-0.0818,703.7437,-0.0795
33.2248,703.5256,0.0641,-0.0818,703.7437,-0.0777
33.2449,703.5279,0.0643,-0.0818,703.7283,-0.0725
33.2650,703.5302,0.0646,-0.0818,703.7283,-0.0751
33.2852,703.5331,0.0650,-0.0818,703.7283,-0.0700
33.3053,703.5353,0.0652,-0.0818,703.7283,-0.0748
33.3254,703.5376,0.0656,-0.0818,703.7283,-0.0711
33.3458,703.5393,0.0659,-0.0818,703.7283,-0.0644
33.3659,703.5421,0.0664,-0.0818,703.7283,-0.0683
33.3860,703.5444,0.0668,-0.0818,703.7283,-0.0690
33.4061,703.5467,0.0673,-0.0818,703.7283,-0.0659
33.4263,703.5489,0.0676,-0.0818,703.7283,-0.0729
33.4464,703.5512,0.0680,-0.0818,703.7283,-0.0693
33.4665,703.5534,0.0683,-0.0819,703.7283,-0.0735
33.4866,703.5556,0.0686,-0.0819,703.7283,-0.0736
33.5068,703.5579,0.0689,-0.0819,703.7283,-0.0720
33.5269,703.5601,0.0692,-0.0819,703.7283,-0.0678
33.5470,703.5623,0.0696,-0.0819,703.7283,-0.0721
33.5671,703.5646,0.0699,-0.0819,703.7283,-0.0742
33.5872,703.5668,0.0701,-0.0819,703.7437,-0.0762
33.6074,703.5691,0.0704,-0.0819,703.7437,-0.0715
33.6275,703.5713,0.0707,-0.0819,703.7437,-0.0692
33.6476,703.5736,0.0710,-0.0819,703.7283,-0.0719
33.6677,703.5758,0.0713,-0.0819,703.7283,-0.0761
33.6879,703.5779,0.0715,-0.0819,703.7283,-0.0753
33.7080,703.5801,0.0719,-0.0819,703.7283,-0.0635
33.7281,703.5823,0.0723,-0.0819,703.7283,-0.0715
33.7482,703.5845,0.0726,-0.0819,703.7283,-0.0699
33.7684,703.5867,0.0730,-0.0819,703.7283,-0.0662
33.7885,703.5888,0.0734,-0.0820,703.7283,-0.0663
33.8087,703.5904,0.0737,-0.0820,703.7283,-0.0680
33.8288,703.5926,0.0739,-0.0820,703.7283,-0.0697
33.8500,703.5948,0.0742,-0.0820,703.7283,-0.0745
33.8712,703.5969,0.0745,-0.0820,703.7283,-0.0740
33.8914,703.5991,0.0747,-0.0820,703.7283,-0.0769
33.9115,703.6011,0.0750,-0.0820,703.7130,-0.0683
33.9316,703.6032,0.0753,-0.0820,703.7130,-0.0722
33.9517,703.6052,0.0755,-0.0820,703.6977,-0.0783
33.9718,703.6072,0.0757,-0.0820,703.6977,-0.0785
33.9919,703.6091,0.0758,-0.0820,703.6977,-0.0771
34.0120,703.6110,0.0759,-0.0820,703.6827,-0.0834
34.0322,703.6129,0.0760,-0.0820,703.6827,-0.0778
34.0523,703.6148,0.0762,-0.0820,703.6671,-0.0761
34.0724,703.6165,0.0763,-0.0820,703.6671,-0.0771
34.0926,703.6183,0.0765,-0.0820,703.6671,-0.0739
34.1127,703.6201,0.0767,-0.0820,703.6671,-0.0729
34.1328,703.6218,0.0768,-0.0820,703.6671,-0.0764
34.1529,703.6236,0.0771,-0.0820,703.6671,-0.0729
34.1730,703.6254,0.0772,-0.0820,703.6671,-0.0751
34.1932,703.6271,0.0773,-0.0820,703.6671,-0.0790
34.2133,703.6288,0.0774,-0.0820,703.6671,-0.0786
34.2334,703.6306,0.0775,-0.0820,703.6671,-0.0754
34.2536,703.6323,0.0776,-0.0820,703.6521,-0.0791
34.2737,703.6339,0.0778,-0.0820,703.6521,-0.0733
34.2938,703.6356,0.0779,-0.0820,703.6521,-0.0763
34.3139,703.6372,0.0781,-0.0820,703.6521,-0.0777
34.3340,703.6388,0.0782,-0.0820,703.6521,-0.0739
34.3541,703.6405,0.0783,-0.0820,703.6671,-0.0766
34.3742,703.6422,0.0784,-0.0820,703.6671,-0.0800
34.3944,703.6438,0.0785,-0.0820,703.6671,-0.0796
34.4145,703.6456,0.0785,-0.0820,703.6827,-0.0831
34.4346,703.6473,0.0786,-0.0820,703.6827,-0.0791
34.4547,703.6495,0.0788,-0.0820,703.6827,-0.0712
34.4748,703.6508,0.0790,-0.0820,703.6827,-0.0740
34.4950,703.6530,0.0791,-0.0820,703.6827,-0.0761
34.5151,703.6543,0.0792,-0.0820,703.6030,-0.0752
34.5352,703.6556,0.0793,-0.0820,703.6030,-0.0771
34.5553,703.6569,0.0794,-0.0820,703.6030,-0.0734
34.5754,703.6582,0.0796,-0.0820,703.6030,-0.0723
34.5956,703.6595,0.0797,-0.0820,703.6333,-0.0737
34.6157,703.6610,0.0798,-0.0820,703.6333,-0.0793
34.6358,703.6624,0.0798,-0.0820,703.6333,-0.0817
34.6559,703.6639,0.0798,-0.0820,703.6333,-0.0810
34.6760,703.6653,0.0798,-0.0820,703.6333,-0.0784
34.6961,703.6667,0.0799,-0.0820,703.6333,-0.0797
34.7162,703.6682,0.0799,-0.0820,703.6333,-0.0800
34.7364,703.6696,0.0799,-0.0820,703.6333,-0.0778
34.7565,703.6710,0.0799,-0.0820,703.6490,-0.0813
34.7766,703.6725,0.0799,-0.0820,703.6490,-0.0758
34.7967,703.6740,0.0801,-0.0820,703.6490,-0.0725
34.8168,703.6754,0.0803,-0.0820,703.6490,-0.0681
34.8369,703.6769,0.0805,-0.0820,703.6490,-0.0733
34.8571,703.6784,0.0806,-0.0820,703.6490,-0.0746
34.8772,703.6798,0.0807,-0.0820,703.6490,-0.0755
34.8973,703.6813,0.0808,-0.0820,703.6792,-0.0741
34.9174,703.6829,0.0811,-0.0820,703.6792,-0.0649
34.9375,703.6845,0.0814,-0.0820,703.6792,-0.0679
34.9576,703.6861,0.0817,-0.0820,703.6949,-0.0684
34.9777,703.6878,0.0820,-0.0820,703.6949,-0.0627
34.9979,703.6895,0.0823,-0.0820,703.7099,-0.0706
35.0180,703.6912,0.0826,-0.0820,703.7099,-0.0649
35.0381,703.6929,0.0830,-0.0820,703.7099,-0.0615
35.0583,703.6945,0.0833,-0.0820,703.6507,-0.0720
35.0784,703.6960,0.0834,-0.0820,703.6507,-0.0731
35.0985,703.6974,0.0836,-0.0820,703.6949,-0.0718
35.1186,703.6990,0.0838,-0.0820,703.6949,-0.0733
35.1387,703.7007,0.0841,-0.0820,703.6949,-0.0719
35.1589,703.7023,0.0843,-0.0820,703.6949,-0.0670
35.1790,703.7040,0.0846,-0.0820,703.6949,-0.0635
35.1991,703.7056,0.0849,-0.0820,703.6949,-0.0696
35.2192,703.7073,0.0853,-0.0820,703.6949,-0.0649
35.2394,703.7089,0.0856,-0.0820,703.6949,-0.0663
35.2595,703.7109,0.0860,-0.0820,703.6949,-0.0626
35.2796,703.7126,0.0864,-0.0820,703.6949,-0.0585
35.2997,703.7142,0.0870,-0.0820,703.6792,-0.0561
35.3198,703.7158,0.0874,-0.0820,703.6792,-0.0579
35.3399,703.7173,0.0878,-0.0820,703.6792,-0.0655
35.3600,703.7189,0.0881,-0.0820,703.6792,-0.0666
35.3801,703.7204,0.0883,-0.0820,703.6792,-0.0711
35.4003,703.7219,0.0885,-0.0820,703.6350,-0.0666
35.4204,703.7232,0.0888,-0.0820,703.6350,-0.0649
35.4405,703.7246,0.0890,-0.0820,703.6350,-0.0720
35.4606,703.7259,0.0891,-0.0820,703.6350,-0.0717
35.4807,703.7272,0.0893,-0.0820,703.6350,-0.0703
35.5008,703.7285,0.0895,-0.0820,703.6350,-0.0684
35.5209,703.7298,0.0896,-0.0820,703.6350,-0.0722
35.5410,703.7311,0.0898,-0.0820,703.6350,-0.0687
35.5611,703.7324,0.0900,-0.0820,703.6201,-0.0674
35.5813,703.7336,0.0903,-0.0820,703.6201,-0.0678
35.6021,703.7349,0.0905,-0.0820,703.6350,-0.0716
35.6222,703.7362,0.0905,-0.0820,703.6350,-0.0790
35.6424,703.7375,0.0905,-0.0819,703.6350,-0.0808
35.6625,703.7387,0.0905,-0.0819,703.6350,-0.0789
35.6826,703.7400,0.0905,-0.0819,703.6350,-0.0762
35.7027,703.7414,0.0906,-0.0819,703.6810,-0.0812
35.7229,703.7429,0.0905,-0.0819,703.6810,-0.0812
35.7430,703.7443,0.0905,-0.0819,703.6810,-0.0813
35.7632,703.7459,0.0905,-0.0819,703.6963,-0.0791
35.7833,703.7474,0.0906,-0.0819,703.6963,-0.0785
35.8034,703.7490,0.0907,-0.0819,703.6963,-0.0725
35.8235,703.7505,0.0908,-0.0819,703.6963,-0.0732
35.8436,703.7521,0.0909,-0.0819,703.6963,-0.0775
35.8637,703.7536,0.0909,-0.0819,703.6963,-0.0792
35.8838,703.7551,0.0909,-0.0819,703.6963,-0.0828
35.9039,703.7566,0.0909,-0.0819,703.6810,-0.0765
35.9240,703.7580,0.0909,-0.0819,703.6810,-0.0798
35.9442,703.7594,0.0910,-0.0819,703.6810,-0.0719
35.9643,703.7611,0.0912,-0.0819,703.6507,-0.0738
35.9844,703.7623,0.0913,-0.0819,703.6507,-0.0733
36.0045,703.7637,0.0913,-0.0819,703.7099,-0.0807
36.0247,703.7653,0.0912,-0.0819,703.7099,-0.0810
36.0448,703.7668,0.0913,-0.0819,703.6949,-0.0766
36.0649,703.7683,0.0913,-0.0819,703.6949,-0.0771
36.0850,703.7697,0.0914,-0.0819,703.6949,-0.0796
